"Jun 20, 2019 @ 06:33", 997.05,
"Jun 20, 2019 @ 06:38", 997.05,
"Jun 20, 2019 @ 06:45", 997.05,
"Jun 20, 2019 @ 06:53", 997.05,
"Jun 20, 2019 @ 08:50", 998.17,
"Jun 20, 2019 @ 11:47", 999.88,
"Jun 20, 2019 @ 15:04", 999.88,
"Jun 20, 2019 @ 15:09", 1000.10,
"Jun 20, 2019 @ 15:18", 1000.10,
"Jun 20, 2019 @ 15:24", 1000.10,
"Jun 20, 2019 @ 15:33", 1000.10,
"Jun 20, 2019 @ 15:39", 1000.10,
"Jun 20, 2019 @ 15:48", 1000.10,
"Jun 20, 2019 @ 15:54", 1000.10,
"Jun 20, 2019 @ 16:03", 1000.10,
"Jun 20, 2019 @ 16:08", 1000.10,
"Jun 20, 2019 @ 16:14", 1000.10,
"Jun 20, 2019 @ 16:23", 1000.10,
"Jun 20, 2019 @ 16:29", 1000.10,
"Jun 20, 2019 @ 16:38", 1000.10,
"Jun 20, 2019 @ 21:07", 999.43,
"Jun 21, 2019 @ 07:59", 1003.47,
"Jun 21, 2019 @ 09:30", 1003.44,
"Jun 21, 2019 @ 09:35", 1003.39,
"Jun 21, 2019 @ 09:41", 1003.52,
"Jun 21, 2019 @ 09:46", 1003.56,
"Jun 21, 2019 @ 11:44", 1003.51,
"Jun 21, 2019 @ 19:25", 1003.04,
"Jun 22, 2019 @ 16:13", 1004.53,
"Jun 22, 2019 @ 17:38", 1004.53,
"Jun 23, 2019 @ 10:19", 1003.48,
"Jun 23, 2019 @ 21:57", 1001.73,
"Jun 24, 2019 @ 06:50", 1001.73,
"Jun 24, 2019 @ 08:28", 996.11,
"Jun 24, 2019 @ 09:49", 1000.27,
"Jun 24, 2019 @ 13:02", 1000.82,
"Jun 24, 2019 @ 13:07", 1001.27,
"Jun 25, 2019 @ 08:10", 1001.25,
"Jun 25, 2019 @ 08:15", 1007.22,
"Jun 25, 2019 @ 08:20", 1007.23,
"Jun 25, 2019 @ 08:27", 1007.15,
"Jun 25, 2019 @ 08:32", 1007.11,
"Jun 25, 2019 @ 08:38", 1007.34,
"Jun 25, 2019 @ 10:30", 1005.32,
"Jun 25, 2019 @ 17:28", 1006.47,
"Jun 25, 2019 @ 18:09", 1006.47,
"Jun 25, 2019 @ 22:48", 1006.41,
"Jun 26, 2019 @ 16:59", 1008.82,
"Jun 27, 2019 @ 14:10", 1011.90,
"Jun 28, 2019 @ 12:44", 1010.24,
"Jun 28, 2019 @ 13:29", 1010.30,
"Jun 28, 2019 @ 20:20", 1009.68,
"Jun 29, 2019 @ 06:54", 1010.10,
